timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2023-01-07 22:00:00,16939.06000000,16941.69000000,16929.46000000,16936.31000000,3605.78679000,1673132399999,61071747.13189630,114048,1733.76586000,29365421.44027810,0
2023-01-07 23:00:00,16936.31000000,16948.04000000,16931.05000000,16943.57000000,3603.76360000,1673135999999,61053388.38039540,106285,1848.49891000,31316961.68208610,0
2023-01-08 00:00:00,16943.83000000,16955.00000000,16911.00000000,16926.66000000,6117.02466000,1673139599999,103580141.03267030,170975,2837.90539000,48055142.25577580,0
2023-01-08 01:00:00,16926.66000000,16936.00000000,16915.25000000,16929.82000000,4392.91927000,1673143199999,74362707.00242740,135402,2146.18498000,36330828.94341160,0
2023-01-08 02:00:00,16929.82000000,16934.00000000,16919.07000000,16931.18000000,3389.34917000,1673146799999,57373138.63719860,111041,1658.13906000,28068612.51626600,0
2023-01-08 03:00:00,16931.46000000,16944.62000000,16926.17000000,16944.02000000,4396.50361000,1673150399999,74448490.11012750,132529,2301.93658000,38980140.04571610,0
2023-01-08 04:00:00,16944.02000000,16944.99000000,16934.40000000,16934.75000000,2924.64040000,1673153999999,49537653.75239720,99562,1416.47211000,23992407.61837530,0
2023-01-08 05:00:00,16934.95000000,16944.21000000,16933.54000000,16943.73000000,3386.28009000,1673157599999,57360429.27726430,110277,1732.51609000,29347442.66905970,0
2023-01-08 06:00:00,16943.73000000,16951.97000000,16933.26000000,16950.92000000,4100.79008000,1673161199999,69470049.84638070,113242,2013.75218000,34114927.86371630,0
2023-01-08 07:00:00,16950.92000000,16957.12000000,16943.16000000,16953.77000000,4255.90012000,1673164799999,72136916.66159190,119484,2015.83483000,34168258.49215320,0
2023-01-08 08:00:00,16953.77000000,16956.01000000,16940.01000000,16946.07000000,4846.58066000,1673168399999,82143179.71832350,133468,2263.56854000,38364892.89948140,0
2023-01-08 09:00:00,16945.91000000,16967.67000000,16925.05000000,16935.60000000,7110.82123000,1673171999999,120492087.65268030,187244,3485.83771000,59065577.24005740,0
2023-01-08 10:00:00,16935.60000000,16940.00000000,16933.14000000,16936.41000000,3937.60336000,1673175599999,66688785.90678530,139588,1928.92629000,32669413.47024100,0
2023-01-08 11:00:00,16936.41000000,16954.00000000,16926.30000000,16927.42000000,4539.40504000,1673179199999,76885139.69428840,141431,2246.04355000,38043722.47036100,0
2023-01-08 12:00:00,16927.42000000,16932.51000000,16921.40000000,16923.75000000,4218.20227000,1673182799999,71400628.70834260,160358,2067.02508000,34988524.45410370,0
2023-01-08 13:00:00,16924.01000000,16938.49000000,16920.37000000,16933.03000000,4085.80873000,1673186399999,69172579.95925960,157834,2143.73877000,36293612.90004770,0
2023-01-08 14:00:00,16933.32000000,16954.30000000,16931.25000000,16952.44000000,5570.28633000,1673189999999,94370569.51870600,179548,2781.74166000,47128159.15499420,0
2023-01-08 15:00:00,16952.44000000,17019.79000000,16938.00000000,17000.43000000,9212.24098000,1673193599999,156317755.98335920,243106,4888.81739000,82962075.03528060,0
2023-01-08 16:00:00,17000.43000000,17022.08000000,16916.10000000,16936.87000000,10618.32869000,1673197199999,180033877.32615040,299175,4954.73552000,84009369.50099770,0
2023-01-08 17:00:00,16936.87000000,16952.03000000,16920.30000000,16928.50000000,5335.04620000,1673200799999,90353533.36292750,184497,2569.60347000,43519480.91790010,0
2023-01-08 18:00:00,16928.89000000,16936.49000000,16919.94000000,16929.84000000,3902.21677000,1673204399999,66060769.50297840,147799,1916.44899000,32443986.03472900,0
2023-01-08 19:00:00,16930.03000000,16939.45000000,16923.84000000,16927.25000000,3702.07617000,1673207999999,62680342.73034540,134107,1807.76258000,30607907.88844620,0
2023-01-08 20:00:00,16927.25000000,16982.43000000,16924.41000000,16966.67000000,8747.81270000,1673211599999,148325246.64998710,243139,4381.55211000,74291769.69680820,0
2023-01-08 21:00:00,16966.95000000,16988.02000000,16945.50000000,16957.46000000,6021.89438000,1673215199999,102182399.97630830,193009,2992.23675000,50774629.11813100,0
2023-01-08 22:00:00,16957.28000000,16976.53000000,16952.67000000,16963.14000000,4593.80115000,1673218799999,77930909.87314020,149717,2302.68150000,39063601.96762540,0
2023-01-08 23:00:00,16963.27000000,17176.99000000,16962.95000000,17127.83000000,15750.36489000,1673222399999,268618367.07490540,349560,8347.14137000,142362519.60717270,0
2023-01-09 00:00:00,17127.83000000,17199.00000000,17104.66000000,17184.51000000,16663.49596000,1673225999999,285696226.00354230,386178,8302.78491000,142358926.56298230,0
2023-01-09 01:00:00,17185.28000000,17230.00000000,17145.52000000,17175.02000000,11243.36822000,1673229599999,193127896.73158280,306253,5666.57414000,97338484.06107690,0
2023-01-09 02:00:00,17175.02000000,17252.60000000,17161.70000000,17191.47000000,14664.83212000,1673233199999,252364513.70803100,358503,7566.41461000,130214679.32982580,0
2023-01-09 03:00:00,17191.47000000,17217.34000000,17176.72000000,17197.00000000,8227.46784000,1673236799999,141471547.02573750,200838,4093.37259000,70387092.49919880,0
2023-01-09 04:00:00,17197.00000000,17253.19000000,17194.32000000,17226.49000000,11007.13679000,1673240399999,189565095.53216800,242427,5590.27319000,96279247.74647990,0
2023-01-09 05:00:00,17227.11000000,17262.56000000,17200.60000000,17205.95000000,8658.79449000,1673243999999,149150585.70776130,199921,4195.05044000,72264533.59287810,0
2023-01-09 06:00:00,17205.95000000,17220.59000000,17180.00000000,17189.24000000,7006.60552000,1673247599999,120528803.74691350,184496,3574.90098000,61498472.55473710,0
2023-01-09 07:00:00,17189.25000000,17215.48000000,17183.92000000,17198.48000000,6873.81205000,1673251199999,118215836.27923110,191643,3459.67698000,59500733.54233340,0
2023-01-09 08:00:00,17198.01000000,17240.00000000,17186.95000000,17191.68000000,8729.24544000,1673254799999,150185460.26161070,227658,4445.27133000,76482421.62167500,0
2023-01-09 09:00:00,17191.68000000,17270.00000000,17189.53000000,17238.38000000,11688.66494000,1673258399999,201413968.87853660,278261,6009.46183000,103553872.88523100,0
2023-01-09 10:00:00,17238.38000000,17285.48000000,17235.59000000,17264.50000000,10364.82478000,1673261999999,178893702.09070530,270089,5147.55718000,88846968.65527170,0
2023-01-09 11:00:00,17264.10000000,17278.87000000,17236.21000000,17238.93000000,7685.46206000,1673265599999,132659640.15595140,206529,3802.53304000,65636783.69249660,0
2023-01-09 12:00:00,17239.47000000,17254.97000000,17228.85000000,17249.06000000,7702.65742000,1673269199999,132831467.09163720,204489,3770.96262000,65031061.38994380,0
2023-01-09 13:00:00,17249.40000000,17295.55000000,17190.74000000,17226.90000000,11770.67245000,1673272799999,203027838.54201380,277841,5887.11770000,101548004.64135670,0
2023-01-09 14:00:00,17227.30000000,17276.13000000,17206.98000000,17264.25000000,13182.45775000,1673276399999,227292503.64285240,329260,6655.21851000,114753057.30532990,0
2023-01-09 15:00:00,17263.67000000,17335.35000000,17228.67000000,17268.49000000,17858.24406000,1673279999999,308563387.12393550,387026,8931.06526000,154327166.99295860,0
2023-01-09 16:00:00,17268.49000000,17357.70000000,17268.02000000,17327.84000000,16193.72323000,1673283599999,280395122.99566130,376134,7899.61561000,136780333.65627950,0
2023-01-09 17:00:00,17328.25000000,17375.77000000,17316.43000000,17356.96000000,12553.81044000,1673287199999,217725151.48742820,297637,5897.00119000,102274562.27373110,0
2023-01-09 18:00:00,17356.57000000,17398.80000000,17323.71000000,17350.71000000,14266.71978000,1673290799999,247719550.88971740,309345,6781.42355000,117750630.53402710,0
2023-01-09 19:00:00,17351.10000000,17352.68000000,17293.34000000,17293.69000000,9506.66121000,1673294399999,164745845.71527670,223099,4477.97160000,77603433.23607290,0
2023-01-09 20:00:00,17294.19000000,17313.30000000,17177.87000000,17221.29000000,16784.29540000,1673297999999,289320754.35145400,337269,8013.24901000,138128403.67825740,0
2023-01-09 21:00:00,17221.29000000,17246.26000000,17165.04000000,17182.48000000,10641.44945000,1673301599999,183076839.27713560,228235,5191.02899000,89310918.17209570,0
2023-01-09 22:00:00,17182.36000000,17222.32000000,17167.35000000,17204.83000000,5444.24581000,1673305199999,93623382.54496950,131681,2775.73193000,47733933.87022250,0
2023-01-09 23:00:00,17204.83000000,17205.57000000,17128.00000000,17178.26000000,7492.88002000,1673308799999,128689230.76231620,172855,3614.26798000,62077442.30487060,0
2023-01-10 00:00:00,17179.04000000,17220.29000000,17178.19000000,17219.19000000,7195.97060000,1673312399999,123762202.11496090,178625,3709.59911000,63798970.78375000,0
